Id,Title,Description,Event Type,Event Date,Reported By,Received Date,Latitude,Longitude,City,State,Airport,Region,Reporting Facility,Aircraft Type,Departure,Arrival,Diverted To,POB,Injury Type,Injuries Minor,Injuries Serious,Fatalities,Injuries Unknown,Uninjured,POB Unknown,Damage Type,MessageText,MessageText,,,,,,,
560023,"MEDICAL EMERGENCY - PASSENGER | AAL2494 | MIAMI, FL (MIA) 02-07-2019 1627Z",,MEDICAL EMERGENCY - PASSENGER,2/7/2019 16:27,,,25.79536057,-80.29010773,MIAMI,FL,MIA,ASO,ZMA,B738,MMUN,MIA,,,Unknown,,,,,,,Not Reported,"MIAMI, FL (MIA)",", B738, MMUN-MIA, REPORTED A PASSENGER MEDICAL EMERGENCY. AIRCRAFT LANDED WITHOUT INCIDENT. 02/07/2019 1627Z",,,,,,,
560024,"MEDICAL EMERGENCY - PASSENGER | JBU861 | SAN JUAN, PUERTO RICO (SJU) 02-07-2019 1649Z",,MEDICAL EMERGENCY - PASSENGER,2/7/2019 16:49,,,18.43939781,-66.00213623,SAN JUAN,PUERTO RICO,SJU,ASO,SJU,,,,,,,,,,,,,,"SAN JUAN, PUERTO RICO (SJU)","A320, BOS-SJU, REPORTED A PASSENGER MEDICAL EMERGENCY. AIRCRAFT LANDED WITHOUT INCIDENT. 02/07/2019 1649Z",,,,,,,
560025,"PILOT DEVIATION - SURFACE | XBMHZ | MC ALLEN, TX (MFE) 02-05-2019 0010Z",,PILOT DEVIATION - SURFACE,2/5/2019 0:10,,,26.17583275,-98.23860931,MC ALLEN,TX,MFE,ASW,MFE,PA32,,,,,Unknown,,,,,,,Not Reported,"MC ALLEN, TX (MFE)","EVIATION REPORTED BY MFE WHEN XBMHZ, PA32, PILOT WAS INSTRUCTED TO HOLD SHORT RWY14 AND READBACK WAS CORRECT. ACFT TAXIED ONTO RWY W/O CLEARANCE. BRASHER WARNING ISSUED. NO LOSS OCCURRED. 02/05/2019 0",010Z,,,,,,
560039,"PILOT DEVIATION - AIRBORNE | COAX01 | AUSTIN, TX (AUS) 02-06-2019 1822Z",,PILOT DEVIATION - AIRBORNE,2/6/2019 18:22,,,30.19452667,-97.6698761,AUSTIN,TX,AUS,ASW,AUS ATCT,2/TEX2,,,,,Unknown,,,,,,,Not Reported,"AUSTIN, TX (AUS)","EVIATION REPORTED BY AUS ATCT WHEN COAX01, 2/TEX2, DID NOT MAINTAIN ATC ASSIGNED ALTITUDE CAUSING A LOSS OF SEPARATION WITH THE TERRAIN, DESCENDED BELOW THE MVA. 02/06/2019 1822Z",,,,,,,
560040,"PILOT DEVIATION - AIRBORNE | RDDL309 | DAYTONA BEACH, FL 02-02-2019 1655Z",,PILOT DEVIATION - AIRBORNE,2/2/2019 16:55,,,29.17991638,-81.05805206,DAYTONA BEACH,FL,,ASO,DAB,DA42,,,,,Unknown,,,,,,,Not Reported,"DAYTONA BEACH, FL","EVIATION REPORTED BY DAB WHEN RDDL309, DA42, FAILED TO COMPLY WITH ATC HEADING INSTRUCTIONS. NO LOSS OF SEPARATION. 02/02/2019 1655Z",,,,,,,
560041,"PILOT DEVIATION - AIRBORNE | MRA700 | RALEIGH/DURHAM, NC 02-06-2019 0055Z",,PILOT DEVIATION - AIRBORNE,2/6/2019 0:55,,,35.87763977,-78.78747559,RALEIGH/DURHAM,NC,,ASO,RDU,C208,,,,,Unknown,,,,,,,Not Reported,"RALEIGH/DURHAM, NC","EVIATION REPORTED BY RDU WHEN MRA700, C208, DESCENDED BELOW AN ASSIGNED ALTITUDE WITHOUT ATC AUTHORIZATION AND AS A RESULT LOST SEPARATION WITH EDV3329, CRJ9. CLOSEST PROXIMITY REPORTED WAS 700 FEET V",ERTI,CAL,LY AND 1.47 MILES LATERALLY. 02/06/2019 0055Z,,,,
560042,"MILITARY OCCURRENCE | SWEDE51 | BEAUFORT, SC (NBC) 02-07-2019 1838Z",,MILITARY OCCURRENCE,2/7/2019 18:38,,,32.48056793,-80.71924591,BEAUFORT,SC,NBC,ASO,ZJX,F35,,,,,Unknown,,,,,,,Not Reported,"BEAUFORT, SC (NBC)",", F35, LANDED WITHOUT INCIDENT AFTER REPORTING AN ELECTRICAL FAILURE. 02/07/2019 1838Z",,,,,,,
560057,"MEDICAL EMERGENCY - PASSENGER | ASA1340 | LOS ANGELES, CA (LAX) 02-07-2019 1925Z",,MEDICAL EMERGENCY - PASSENGER,2/7/2019 19:25,,,33.94249344,-118.4080505,LOS ANGELES,CA,LAX,AWP,MOR/LAX @ 1128 PST,A21N,FLL,LAX,,,Unknown,,,,,,,Not Reported,"LOS ANGELES, CA (LAX)",", A21N, FLL-LAX, MEDICAL EMERGENCY DUE TO A 654 YEAR OLD FEMALE PASSENGER WITH ABDOMINAL PAIN. MEDICAL ASSISTANCE REQUESTED AT THE GATE. AIRCRAFT LANDED RUNWAY 25R WITHOUT INCIDENT AT 1925Z. 02/07/201",9 19,25Z,,,,,
560058,"AIR CARRIER OR TAXI OCCURRENCE | N860CP | FORT PIERCE, FL (FPR) 02-07-2019 1912Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 19:12,,,27.49747276,-80.37264252,FORT PIERCE,FL,FPR,ASO,FPR,C172,,,,,Unknown,,,,,,,Not Reported,"FORT PIERCE, FL (FPR)","C172, LANDED RUNWAY 10L AND REPORTED A FLAT TIRE ON THE RIGHT MAIN GEAR. THE AIRCRAFT WAS TOWED TO THE RAMP. 02/07/2019 1912Z",,,,,,,
560059,"BIRD/WILDLIFE STRIKE | RDDL309 | ORLANDO, FL (SFB) 02-07-2019 1938Z",,BIRD/WILDLIFE STRIKE,2/7/2019 19:38,,,28.77697182,-81.23491669,ORLANDO,FL,SFB,ASO,SFB,DA42,,,,,Unknown,,,,,,,Not Reported,"ORLANDO, FL (SFB)",", DA42, REPORTED A BIRD STRIKE ON CROSSWIND FOR RUNWAY 9L AND LANDED WITHOUT INCIDENT. TAXIED TO THE RAMP. DAMAGE",,,,,,,
560072,"MILITARY OCCURRENCE | SLAYR01 | OKLAHOMA CITY, OK (TIK) 02-07-2019 2105Z",,MILITARY OCCURRENCE,2/7/2019 21:05,,,35.41474915,-97.38664246,OKLAHOMA CITY,OK,TIK,ASW,OKC,H/B1,DYS,TIK,,,Unknown,,,,,,,Not Reported,"OKLAHOMA CITY, OK (TIK)",", H/B1, DYS-TIK, PILOT DECLARED AN EMERGENCY 30 MI SW OF TIK DUE TO NO. 4 ENGINE OUT. ACFT LANDED TIK AT 2114Z W/O INCIDENT. 02/07/2019 2105Z",,,,,,,
560073,"AIR CARRIER OR TAXI OCCURRENCE | OPT333 | GUYMON, OK (GUY) 02-07-2019 2100Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 21:00,,,36.68506241,-101.5077972,GUYMON,OK,GUY,ASW,AMA,E55P,IXD,GUY,AMA,,Unknown,,,,,,,Not Reported,"GUYMON, OK (GUY)","E55P, IXD-GUY, PILOT DECLARED AN EMERGENCY DUE TO A GEAR INDICATOR MALFUNCTION. ACFT DIVERTED TO AMARILLO, TX AND LANDED W/O INCIDENT. 02/07/2019 2100Z",,,,,,,
560074,"GENERAL AVIATION OCCURRENCE | N421WT | FORT LAUDERDALE, FL (FXE) 02-07-2019 2138Z",,GENERAL AVIATION OCCURRENCE,2/7/2019 21:38,,,26.19727898,-80.1707077,FORT LAUDERDALE,FL,FXE,ASO,FXE,C421,,,,,Unknown,,,,,,,Not Reported,"FORT LAUDERDALE, FL (FXE)","C421, REPORTED A LOSS OF POWER AND LANDED WITHOUT INCIDENT WHEN THE BACK UP POWER CAME ON. TAXIED TO THE RAMP. 02/07/2019 2138Z",,,,,,,
560075,"MILITARY OCCURRENCE | TFAT21 | SAN ANGELO, TX (SJT) 02-07-2019 2150Z",,MILITARY OCCURRENCE,2/7/2019 21:50,,,31.35774994,-100.4963074,SAN ANGELO,TX,SJT,ASW,ZHU,F16,SJT,SJT,,,Unknown,,,,,,,Not Reported,"SAN ANGELO, TX (SJT)","F16, SJT-SJT, PILOT REPORTED A COMPRESSOR ISSUE. ACFT RETURNED TO KSJT. AND LANDED W/O INCIDENT AT 2159Z. 02/07/2019 2150Z",,,,,,,
560089,"AIR CARRIER OR TAXI OCCURRENCE | ATK140 | SACRAMENTO, CA (MCC) 02-07-2019 2153Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 21:53,,,38.66764069,-121.4006119,SACRAMENTO,CA,MCC,AWP,MOR/CNT @ 1423 PST,OV10,,,,,Unknown,,,,,,,Not Reported,"SACRAMENTO, CA (MCC)","OV10, PILOT REPORTED THE RIGHT ENGINE WAS SHUTDOWN AND WANTED TO LAND AT MCC. EMERGENCY EQUIPMENT STANDING BY. AIRCRAFT LANDED RUNWAY 16 WITHOUT INCIDENT AT 2201Z. 02/07/2019 2153Z",,,,,,,
560090,"GENERAL AVIATION OCCURRENCE | N440XT | BOSTON, MA (BOS) 02-07-2019 2242Z",,GENERAL AVIATION OCCURRENCE,2/7/2019 22:42,,,42.36294556,-71.0063858,BOSTON,MA,BOS,ANE,BOS,BE40,,,,,Unknown,,,,,,,Not Reported,"BOSTON, MA (BOS)","BE40, LANDED SAFELY AND REPORTED A FLAT TIRE AT THE INTERSECTION OF RUNWAY 33L AND 4L. AIRCRAFT WAS TOWED TO THE RAMP. 02/07/2019 2242Z",,,,,,,
560091,"AIR CARRIER OR TAXI OCCURRENCE | EJA647 | WEST PALM BEACH, FL (PBI) 02-07-2019 2320Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 23:20,,,26.6831665,-80.09558105,WEST PALM BEACH,FL,PBI,ASO,PBI,C56X,PDK,PBI,,,Unknown,,,,,,,Not Reported,"WEST PALM BEACH, FL (PBI)","C56X, PDK-PBI, REPORTED AN ELECTRICAL BURNING ODOR AND LANDED WITHOUT INCIDENT. 02/07/2019 2320Z",,,,,,,
560054,"GENERAL AVIATION OCCURRENCE | N777AK | PALO ALTO, CA (PAO) 02-07-2019 1905Z",,GENERAL AVIATION OCCURRENCE,2/7/2019 19:05,,,37.46111298,-122.1150589,PALO ALTO,CA,PAO,AWP,MOR/PAO @ 1112 PST,BE36,,PAO,,,Unknown,,,,,,,Not Reported,"PALO ALTO, CA (PAO)","BE36, PAOUPON LANDING ROLL, ENGINE SHUT OFF AND AIRCRAFT STOPPED ON THE RUNWAY. AFTER SEVERAL ATTEMPTS, N777AK WAS ABLE TO RESTART THE AIRCRAFT AND EXIT THE RUNWAY. 02/07/2019 1905Z",,,,,,,
560063,"AIR CARRIER OR TAXI OCCURRENCE | ENY3952 | NASHVILLE, TN (BNA) 02-07-2019 1815Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 18:15,,,36.12447357,-86.67816925,NASHVILLE,TN,BNA,ASO,BNA,E145,,,,,Unknown,,,,,,,Not Reported,"NASHVILLE, TN (BNA)",", E145, REPORTED A PRESSURIZATION PROBLEM AND RETURNED TO BNA. LANDED WITHOUT INCIDENT AND TAXIED TO THE RAMP. 02/07/2019 1815Z",,,,,,,
560068,"AIR CARRIER OR TAXI OCCURRENCE | KAP639 | BOSTON, MA (BOS) 02-07-2019 2040Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 20:40,,,42.36294556,-71.0063858,BOSTON,MA,BOS,ANE,BOS,C402,,,,,Unknown,,,,,,,Not Reported,"BOSTON, MA (BOS)","N26514, C402, REPORTED A ROUGH RUNNING ENGINE AND RETURNED TO THE GATE WITHOUT INCIDENT. 02/07/2019 2040Z",,,,,,,
560070,"MEDICAL EMERGENCY - PASSENGER | DAL2306 | DENVER, CO (DEN) 02-07-2019 2045Z",,MEDICAL EMERGENCY - PASSENGER,2/7/2019 20:45,,,39.86166763,-104.6731644,DENVER,CO,DEN,ANM,MOR/DEN @ 1247 PST,B737,,DEN,,,Unknown,,,,,,,Not Reported,"DENVER, CO (DEN)",", B737, DENDECLARED A MEDICAL EMERGENCY DUE TO A 35 YEAR OLD MALE BEING MEDICALLY AGITATED. PARAMEDICS AND SECURITY WILL MEET THE AIRCRAFT AT THE GATE. 02/07/2019 2045Z",,,,,,,
560086,"GENERAL AVIATION OCCURRENCE | N340JQ | SAN JOSE, CA (RHV) 02-07-2019 2145Z",,GENERAL AVIATION OCCURRENCE,2/7/2019 21:45,,,37.33286285,-121.819809,SAN JOSE,CA,RHV,AWP,MOR/RHV @ 1418 PST,C340,,,,,Unknown,,,,,,,Not Reported,"SAN JOSE, CA (RHV)","C340, PILOT DECLARED AN EMERGENCY DUE TO GEAR ISSUES, REQUESTED TO HOLD TO MANUALLY PUT THE GEAR DOWN, DID A LOW APPROACH AND LANDED WITHOUT INCIDENT. 02/07/2019 2145Z",,,,,,,
560088,"UAS/DRONE INCIDENT | SWA4546 | LOS ANGELES, CA (LAX) 02-07-2019 2309Z",,UAS/DRONE INCIDENT,2/7/2019 23:09,,,33.94249344,-118.4080505,LOS ANGELES,CA,LAX,AWP,MOR/LAX @ 1526 PST,B737,,,,,Unknown,,,,,,,Not Reported,"LOS ANGELES, CA (LAX)",", B737, LAX - PHX, REPORTED A UAS WHILE W BOUND AT 1,100 FEET 4 E LAX. NO EVASIVE ACTION TAKEN. LAX CITY OPS NOTIFIED. 02/07/2019 2309Z",,,,,,,
560093,"AIR CARRIER OR TAXI OCCURRENCE | AFR083 | SAN FRANCISCO, CA (SFO) 02-07-2019 2330Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 23:30,,,37.61880493,-122.3754196,SAN FRANCISCO,CA,SFO,AWP,MOR/SFO @ 1554 PST,B77W,,,,,Unknown,,,,,,,Not Reported,"SAN FRANCISCO, CA (SFO)","B77W, ABORTED TAKEOFF RUNWAY 28L DUE AN FMS ISSUE. AIRCRAFT TAXIED BACK AND DEPARTED WITHOUT INCIDENT A SHORT TIME LATER. 02/07/2019 2330Z",,,,,,,
560102,"AIR CARRIER OR TAXI ACCIDENT/INCIDENT | UAL297 | HOUSTON, TX (IAH) 02-08-2019 0106Z",,AIR CARRIER OR TAXI ACCIDENT/INCIDENT,2/8/2019 1:06,,,29.98443604,-95.34144592,HOUSTON,TX,IAH,ASW,I90,A320,IAH,MSY,IAH,,Unknown,,,,,,0,Not Reported,"HOUSTON, TX (IAH)","A320, IAH-MSY, ON DEPARTURE PILOT REPORTED A BIRD STRIKE AND ENGINE LOST THRUST. PILOT DECLARED AN EMERGENCY AND RETURNED TO IAH. ACFT LANDED W/O INCIDENT AT 0100Z. POB",,,,,,,
560104,"UAS/DRONE INCIDENT | UPS2918 | ONTARIO, CA (ONT) 02-08-2019 0045Z",,UAS/DRONE INCIDENT,2/8/2019 0:45,,,34.05599976,-117.6011963,ONTARIO,CA,ONT,AWP,MOR/ONT @ 1718 PST,MD11,,,,,Unknown,,,,,,,Not Reported,"ONTARIO, CA (ONT)",", MD11, CHECKED IN WITH TOWER AND IMMEDIATELY REPORTED A DRONE ACTIVITY. UPS2918 WAS OVER TAKOE INTERSECTION AT APPROXIMATELY 4200 FEET. THE PILOT REPORTED A DARK-COLORED DRONE, EASTBOUND, HELICOPTER",STYL,"E,",APPROXIMATELY 100 BELOW. UPS2918 LANDED WITHOUT INCIDENT. 02/08/2019 0045Z,,,,
560111,"BIRD/WILDLIFE STRIKE | UAL2232 | FORT LAUDERDALE, FL (FLL) 02-08-2019 0220Z",,BIRD/WILDLIFE STRIKE,2/8/2019 2:20,,,26.07166672,-80.14969635,FORT LAUDERDALE,FL,FLL,ASO,FLL,B737,DCA,FLL,,,Unknown,,,,,,,Not Reported,"FORT LAUDERDALE, FL (FLL)",", B737, DCA-FLL, REPORTED A BIRD STRIKE ON FINAL APPROACH FOR RUNWAY 10L. AIRCRAFT LANDED WITHOUT INCIDENT. DAMAGE",,,,,,,
560113,"LASER EVENT | N7221Q | HELENA, MT (HLN) 02-08-2019 0240Z",,LASER EVENT,2/8/2019 2:40,,,46.60672379,-111.9832764,HELENA,MT,HLN,ANM,MOR/HLN @ 1848 PST,C172,,,,,Unknown,,,,,,,Not Reported,"HELENA, MT (HLN)","C172, ILLUMINATED FROM THE 12 O'CLOCK POSITION BY A GREEN LASER WHILE E BOUND AT 4,800 FEET, 3 MILES E HELENA. NO INJURIES REPORTED. 02/08/2019 0240Z",,,,,,,
560118,"MILITARY OCCURRENCE | HUNTER1 | FORT HUACHUCA SIERRA VISTA, AZ (FHU) 02-07-2019 2340Z",,MILITARY OCCURRENCE,2/7/2019 23:40,,,31.58847237,-110.3443909,FORT HUACHUCA SIERRA VISTA,AZ,FHU,AWP,ZAB @ 1917 PST,A10,,,,,Unknown,,,,,,,Not Reported,"FORT HUACHUCA SIERRA VISTA, AZ (FHU)",", A10, HYDRAULIC ISSUE, LWOI. 02/07/2019 2340Z",,,,,,,
559917,"UAS/DRONE INCIDENT | SWA865 | PHOENIX, AZ (PHX) 02-06-2019 1805Z",,UAS/DRONE INCIDENT,2/6/2019 18:05,,,33.43427658,-112.0115814,PHOENIX,AZ,PHX,AWP,TEXT/WOC @ 1019 PST,B737,,,,,Unknown,,,,,,,Not Reported,"PHOENIX, AZ (PHX)","B737, DEN - PHX, REPORTED EITHER ONE LARGE UAS OR TWO SMALL UAS TOGETHER OFF THE RIGHT SIDE WHILE W BOUND AT 3,100 FEET 6 MILE FINAL RUNWAY 26. NO EVASIVE ACTION TAKEN. PHOENIX PD NOTIFIED. 02/06/201",9 18,05Z,,,,,
559930,"GENERAL AVIATION OCCURRENCE | N71355 | GRAND PRAIRIE, TX (GPM) 02-06-2019 1944Z",,GENERAL AVIATION OCCURRENCE,2/6/2019 19:44,,,32.69877625,-97.04691315,GRAND PRAIRIE,TX,GPM,ASW,GPM,C182,GPM,HQZ,GPM,,Unknown,,,,,,,Not Reported,"GRAND PRAIRIE, TX (GPM)","C182, GPM-HQZ, DECLARED AN EMERGENCY SHORTLY AFTER TAKEOFF FOR SMOKE COMING FROM ONE OF THE RADIOS. ACFT LANDED AND TAXIED TO PARKING WITHOUT FURTHER INCIDENT. 02/06/2019 1944Z",,,,,,,
559932,"MEDICAL EMERGENCY - PASSENGER | QTR707 | WASHINGTON, DC (IAD) 02-06-2019 1905Z",,MEDICAL EMERGENCY - PASSENGER,2/6/2019 19:05,,,38.94744492,-77.45994568,WASHINGTON,DC,IAD,AEA,IAD,,,,,,,,,,,,,,"WASHINGTON, DC (IAD)","B77W, OTHH-IAD, REPORTED A PASSENGER MEDICAL EMERGENCY. AIRCRAFT LANDED WITHOUT INCIDENT. 02/06/2019 1905Z",,,,,,,
559947,"UAS/DRONE INCIDENT | Z74LL | NEW ORLEANS, LA (MSY) 02-06-2019 2110Z",,UAS/DRONE INCIDENT,2/6/2019 21:10,,,29.9932785,-90.25902557,NEW ORLEANS,LA,MSY,ASW,MSY,PA32,,,,,Unknown,,,,,,,Not Reported,"NEW ORLEANS, LA (MSY)","PA32, FLYING AT 011 EXECUTING ADS-B CHECKS, REPORTED DRONE 500 FEET BELOW THE AIRCRAFT. LAFOURCHE PARISH SHERIFF'S OFFICE NOTIFIED AT 985-446-2255. 02/06/2019 2110Z",,,,,,,
559949,"GENERAL AVIATION OCCURRENCE | N96092 | ST AUGUSTINE, FL (SGJ) 02-06-2019 2130Z",,GENERAL AVIATION OCCURRENCE,2/6/2019 21:30,,,29.9592495,-81.33972168,ST AUGUSTINE,FL,SGJ,ASO,SGJ,C152,,,,,Unknown,,,,,,,Not Reported,"ST AUGUSTINE, FL (SGJ)","C152, REPORTED A ROUGH RUNNING ENGINE AND LANDED WITHOUT INCIDENT. 02/06/2019 2130Z",,,,,,,
559950,"GENERAL AVIATION OCCURRENCE | N65290 | SAN DIEGO/EL CAJON, CA (SEE) 02-06-2019 2148Z",,GENERAL AVIATION OCCURRENCE,2/6/2019 21:48,,,32.82622147,-116.9724426,SAN DIEGO/EL CAJON,CA,SEE,AWP,MOR/SEE @ 1403 PST,C172,,,,,Unknown,,,,,,,Not Reported,"SAN DIEGO/EL CAJON, CA (SEE)","C172, CANCELED TAKE-OFF CLEARANCE/ABORTED TAKEOFF FOR AN UNSPECIFIED ISSUE, AFTER CROSSING HOLD-SHORT LINE. 02/06/2019 2148Z",,,,,,,
559964,"MISCELLANEOUS | DELAND, FL 02-06-2019 2230Z",,MISCELLANEOUS,2/6/2019 22:30,,,29.06702805,-81.28375244,DELAND,FL,,ASO,DAB,,,,,,Unknown,,,,,,,Not Reported,"DELAND, FL","VER JUMPED FROM N24HV, DHC6, AND SUFFERED SEVERE INJURIES AFTER EXPERIENCING A HARD LANDING. POB",,,,,,,
559878,"GENERAL AVIATION OCCURRENCE | N247PS | MIAMI, FL (MIA) 02-06-2019 0513Z",,GENERAL AVIATION OCCURRENCE,2/6/2019 5:13,,,25.79536057,-80.29010773,MIAMI,FL,MIA,ASO,MIA,G150,,,,,Unknown,,,,,,,Not Reported,"MIAMI, FL (MIA)","G150, ABORTED TAKEOFF TWICE ON RUNWAY 8R DUE TO A BLEED PRESSURE WARNING INDICATOR. AIRCRAFT EXITED THE RUNWAY AND TAXIED BACK TO THE RAMP. 02/06/2019 0513Z",,,,,,,
559885,"AIR CARRIER OR TAXI OCCURRENCE | UAL588 | TAMPA, FL (TPA) 02-06-2019 1223Z",,AIR CARRIER OR TAXI OCCURRENCE,2/6/2019 12:23,,,27.9754715,-82.5332489,TAMPA,FL,TPA,ASO,TPA,B739,TPA,ORD,,,Unknown,,,,,,,Not Reported,"TAMPA, FL (TPA)","B739, TPA-ORD, ABORTED TAKEOFF DUE TO A COCKPIT WARNING INDICATION. 02/06/2019 1223Z",,,,,,,
559887,"AIR CARRIER OR TAXI OCCURRENCE | ENY3577 | CHAMPAIGN/URBANA, IL (CMI) 02-06-2019 1222Z",,AIR CARRIER OR TAXI OCCURRENCE,2/6/2019 12:22,,,40.03883362,-88.27780914,CHAMPAIGN/URBANA,IL,CMI,AGL,CMI,E145,CMI,ORD,,,Unknown,,,,,,,Not Reported,"CHAMPAIGN/URBANA, IL (CMI)",", E145, CMI-ORD, ABORTED TAKEOFF FOR AN UNSPECIFIED MAINTENANCE ISSUE. ACFT RETURNED TO THE GATE WITHOUT FURTHER INCIDENT. 02/06/2019 1222Z",,,,,,,
559894,"PILOT DEVIATION - SURFACE | N172BK | GREENVILLE, SC (GMU) 02-01-2019 1528Z",,PILOT DEVIATION - SURFACE,2/1/2019 15:28,,,34.84794617,-82.34999847,GREENVILLE,SC,GMU,ASO,GMU,C172,,,,,Unknown,,,,,,,Not Reported,"GREENVILLE, SC (GMU)","EVIATION REPORTED BY GMU WHEN N172BK, C172, CROSSED RUNWAY 19 AND TAXIWAYS C, B, AND D WITHOUT AUTHORIZATION CAUSING A LOSS OF SEPARATION WITH N16HG, BE20. CLOSEST PROXIMITY WAS 215 FEET. 02/01/2019 1",528Z,,,,,,
559896,"AIR CARRIER OR TAXI OCCURRENCE | CAY793 | NEW YORK, NY (JFK) 02-06-2019 1504Z",,AIR CARRIER OR TAXI OCCURRENCE,2/6/2019 15:04,,,40.63992691,-73.77869415,NEW YORK,NY,JFK,AEA,N90,B733,JFK,MWCR,JFK,,Unknown,,,,,,,Not Reported,"NEW YORK, NY (JFK)","B733, JFK-MWCR, DECLARED AN EMERGENCY AND RETURNED TO JFK DUE TO NAVIGATIONAL ISSUES. AIRCRAFT LANDED WITHOUT INCIDENT. 02/06/2019 1504Z",,,,,,,
559901,"GENERAL AVIATION OCCURRENCE | N64NY | SAN LUIS OBISPO, CA (SBP) 02-06-2019 1527Z",,GENERAL AVIATION OCCURRENCE,2/6/2019 15:27,,,35.23727798,-120.6426086,SAN LUIS OBISPO,CA,SBP,AWP,MOR/SBP @ 0740PST,GLEX,,,,,Unknown,,,,,,,Not Reported,"SAN LUIS OBISPO, CA (SBP)","GLEX, PILOT ABORTED TAKEOFF DUE TO INTERIOR DOOR LIGHT INDICATION. 02/06/2019 1527Z",,,,,,,
559965,"AIR CARRIER OR TAXI OCCURRENCE | EWG211 | PUNTA CANA, DOMINICAN REPUBLIC 02-06-2019 2226Z",,AIR CARRIER OR TAXI OCCURRENCE,2/6/2019 22:26,,,18.5820101,-68.4054729,PUNTA CANA,,,ASO,ZSU,A332,MDPC,EDDM,MDPC,,Unknown,,,,,,,Not Reported,"PUNTA CANA, DOMINICAN REPUBLIC","A332, MDPC-EDDM, REPORTED SMOKE IN THE FLIGHT DECK WHILE IN ZSU AIRSPACE. AIRCRAFT RETURNED TO MDPC AND LANDED WITHOUT INCIDENT. 02/06/2019 2226Z",,,,,,,
559966,"AIR CARRIER OR TAXI OCCURRENCE | UAL1099 | HOUSTON, TX (IAH) 02-06-2019 2308Z",,AIR CARRIER OR TAXI OCCURRENCE,2/6/2019 23:08,,,29.98443604,-95.34144592,HOUSTON,TX,IAH,ASW,ZHU,B738,,,,112,Unknown,,,,,,,Not Reported,"HOUSTON, TX (IAH)",", B738, SAN JOSE, PUERTO RICO TO IAH, DECLARED EMERGENCY FOR HYDRAULICS ISSUE, CONTINUED TO AND LANDED IAH AT 2346Z WITH ARFF EQUIPMENT STANDING BY. 02/06/2019 2308Z",,,,,,,
559967,"GENERAL AVIATION ACCIDENT/INCIDENT | N997MA | AURORA, OR (UAO) 02-06-2019 2335Z",,GENERAL AVIATION ACCIDENT/INCIDENT,2/6/2019 23:35,,,45.24713898,-122.7700577,AURORA,OR,UAO,ANM,AURORA FIRE DISPATCH/CHRIS @ 1555,PA46,,UAO,,2,Unknown,,2,,,,,Not Reported,"AURORA, OR (UAO)","PA46, UAO AURORA, OR (UAO)",,,," 2, INJURIES"," 2 MINOR, DAMAGE", SUBSTANTIAL. 02/06/2019 2335Z,
559980,"LASER EVENT | HUSKY69 | SEATTLE, WA (SEA) 02-07-2019 0248Z",,LASER EVENT,2/7/2019 2:48,,,47.44989014,-122.3117752,SEATTLE,WA,SEA,ANM,MOR/S46 @ 1910PST,C17,,,,,Unknown,,,,,,,Not Reported,"SEATTLE, WA (SEA)",", C17, WAS ILLUMINATED BY A GREEN LASER ON LEFT SIDE WHILE SE BOUND AT 3,000 FEET 5 NNE TACOMA. NO INJURIES REPORTED. TACOMA PD NOTIFIED AT 253-798-4721. 02/07/2019 0248Z",,,,,,,
559981,"AIR CARRIER OR TAXI ACCIDENT/INCIDENT | KFS150 | WAUKESHA, WI (UES) 02-07-2019 0200Z",,AIR CARRIER OR TAXI ACCIDENT/INCIDENT,2/7/2019 2:00,,,43.0116784,-88.2314813,WAUKESHA,WI,UES,AGL,UES,LJ35,FTW,UES,,6,Unknown,,,,,,,Not Reported,"WAUKESHA, WI (UES)","N298CK, LJ35, FTW-UES, SLID 6 FEET OFF THE END OF RUNWAY 10 DURING LANDING ROLL DUE TO ICE. PASSENGERS DEPLANED AND TRANSPORTED TO TERMINAL. ACFT WAITING TO BE TOWED TO THE GATE. POB",,,,,,,
559982,"AIR CARRIER OR TAXI OCCURRENCE | DAL2031 | ATLANTA, GA (ATL) 02-07-2019 0357Z",,AIR CARRIER OR TAXI OCCURRENCE,2/7/2019 3:57,,,33.63669968,-84.42786407,ATLANTA,GA,ATL,ASO,ATL,MD90,ATL,MKE,,,Unknown,,,,,,,Not Reported,"ATLANTA, GA (ATL)",", MD90, ATL-MKE, ABORTED TAKEOFF RUNWAY 26L FOR AN UNSPECIFIED ISSUE. AIRCRAFT EXITED THE RUNWAY WITHOUT INCIDENT. 02/07/2019 0357Z",,,,,,,
